nct_id,intervention_seq,intervention_type,intervention_name,description
NCT01560130,2,BEHAVIORAL,Shape Up Rhode Island + Online weight loss program + Groups,"Participants assigned to this arm will receive the standard Shape Up Rhode Island statewide intervention, an Internet-based behavioral weight loss program, and the option to attend group sessions."
NCT01560130,3,BEHAVIORAL,Shape Up Rhode Island + Online weight loss + Incentives,"Participants assigned to this arm will receive the standard Shape Up Rhode Island statewide intervention, an Internet-based behavioral weight loss program, and monetary incentives for submitting self-monitoring information and for achieving clinically significant weight loss."
NCT01068626,1,DRUG,Rosuvastatin,10 mg once daily
NCT01068626,2,DRUG,Placebo for rosuvastatin,once daily
NCT01552694,1,DRUG,Sitagliptin,"Oral, 100 mg/day for 2 months"
NCT01552694,2,DRUG,Placebo,"oral, matching placebo daily for 2 months"
NCT00108459,1,BEHAVIORAL,Low Carbohydrate Diet,
NCT06588283,1,DRUG,Ixekizumab,Administered SC
NCT06588283,2,DRUG,Tirzepatide,Administered SC.
NCT05929066,1,DRUG,Retatrutide,Administered SC
NCT05929066,2,DRUG,Placebo,Administered SC
NCT00302276,1,DRUG,Metobes-compound,
NCT05387798,1,DRUG,RAD011,Cannabidiol Oral Solution (containing synthetic cannabidiol)
NCT00289887,1,DRUG,Comparator: losartan +/- HCTZ,"Placebo to losartan once daily for 4 weeks in run-in period. Then, losartan 50 mg for 4 weeks, then titrate to losartan 100 mg at Week 4, then titrate to losartan 100 mg + hydrochlorothiazide (HCTZ) 12.5 mg at Week 8, and finally titrate to losartan 100 mg + HCTZ 25 mg at Week 12. Duration of treatment is approximately 16 weeks."
NCT00289887,2,DRUG,Comparator: Placebo,"Placebo to losartan once daily for 4 weeks in run-in period. Then, placebo to losartan or losartan/HCTZ once daily for approximately 16 weeks."
NCT07654374,1,DRUG,aleniglipron,Drug: aleniglipron administered orally
NCT07654374,2,DRUG,aleniglipron,Drug: aleniglipron administered orally
NCT07654374,3,DRUG,aleniglipron,Drug: aleniglipron administered orally
NCT07654374,4,DRUG,Placebo,Drug: placebo administered orally
NCT01113996,1,BEHAVIORAL,Protein supplementation and strength training,Protein supplementation and strength training
NCT01113996,2,DIETARY_SUPPLEMENT,Protein supplementation,Protein supplementation
NCT01774682,1,PROCEDURE,6-minute walk test,the test corresponds to that defined by Abdel Kafi et al in 2005
NCT04775082,1,DRUG,Liraglutide,"The study medicine must be injected in a skin fold in the stomach, thigh or upper arm once daily.

The dose will increase each week over 4 or 5 weeks until the final dose is reached."
NCT04775082,2,DRUG,Placebo,"The study medicine must be injected in a skin fold in the stomach, thigh or upper arm once daily."
NCT07297290,1,DRUG,Metformin,Metformin 500mg extended release tablets taken to a maximum of 1500mg once daily
NCT07297290,2,DRUG,Placebo,"Starch-based, identical looking placebo"
NCT05632068,1,DRUG,Xian-Hua-Cha,"Zizyphus jujuba Mill., Nelumbo nucifera Gaertn, Citrus reticulata Blanco, Rosa rugosa Thunb., Cassia obtusifolia L., Stevioside, resistant starch, and water"
NCT06672549,1,DRUG,Orforglipron,Administered orally. ISA specific interventions will be listed in the ISA.
NCT06672549,2,DRUG,Placebo,Administered orally. ISA specific interventions will be listed in the ISA.
NCT02116517,1,DIETARY_SUPPLEMENT,green tea extract,500 mg three times per day
NCT02116517,2,DIETARY_SUPPLEMENT,Placebo,cellulose 500mg three times a day for 6 weeks
NCT06041217,1,DRUG,Semaglutide,Subcutaneous injections of semaglutide once-weekly at escalating doses every fourth week until maintenance dose of 2.4 mg of semaglutide is reached.
NCT06041217,2,DRUG,Placebo,Subcutaneous injections of placebo once-weekly at escalation doses manner as semaglutide every fourth week until maintenance dose of placebo matched to 2.4 mg is reached.
NCT00228176,1,DRUG,Rimonabant,"Tablet, oral administration"
NCT00228176,2,DRUG,Placebo (for Rimonabant),"Tablet, oral administration"
NCT00408850,1,DRUG,Pioglitazone,15 mg per day for 6 weeks and 30 mg per day for further 6 weeks
NCT00408850,2,DRUG,sugar pill,One capsule daily for 6 weeks followed by two capsules per day for next 6 weeks
NCT06144645,1,DEVICE,"tVNS, intermittent stimulation","transcutaneous vagus nerve stimulation, intermittent stimulation"
NCT06144645,2,DEVICE,"tVNS, continuous stimulation","transcutaneous vagus nerve stimulation, continuous stimulation"
NCT00393172,1,BEHAVIORAL,exercise,5 days per week exercise for 4 months
NCT03771326,1,BIOLOGICAL,Kisspeptin-10,"Kisspeptin-10 (metastin 45-54, Calbiochem, Darmstadt, Germany)"
NCT05813925,1,DRUG,Cagrilintide,Participants will receive 2.4 mg cagrilintide s.c. OW after a dose escalation period of 16 weeks for 52 weeks
NCT05813925,2,DRUG,Semaglutide,Participants will receive 2.4 mg semaglutide s.c. OW after a dose escalation period of 16 weeks for 52 weeks
NCT05813925,3,DRUG,Placebo Semaglutide,Participants will receive placebo matched to semaglutide
NCT01010789,1,DRUG,Armodafinil,flexible dose 150-250mg/day
NCT01010789,2,DRUG,Armodafinil,150-250mg/day; flexible dose
NCT01010789,3,DRUG,Matching placebo,Placebo comparator
NCT00396448,1,DRUG,"CP-945,598 Treatment B","Subjects receive CP-945,598 plus dietary, physical activity, and behavioral counseling."
NCT00396448,2,DRUG,"CP-945,598 Treatment A","Subjects receive CP-945,598 plus dietary, physical activity, and behavioral counseling."
NCT00396448,3,DRUG,Placebo,"Subjects receive placebo plus dietary, physical activity, and behavioral counseling."
NCT00434655,1,PROCEDURE,Laparoscopic restrictive procedure,Morbidly Obese VETERANS will receive one of two laparoscopic bariatric restrictive procedures.
NCT02664441,1,DRUG,Exenatide,Weekly injections of active drug.
NCT02664441,2,DRUG,placebo,Weekly placebo injections
NCT04510493,1,DRUG,Canakinumab,Body weight adjusted dose in 250 ml 5% dextrose solution i.v. over 2 hours
NCT04510493,2,DRUG,Placebo,Aqua ad injectabilia in 250 ml 5% dextrose solution i.v. over 2 hours
NCT06931028,1,OTHER,placebo,placebo administered subcutaneously (SC) once a week.
NCT06931028,2,DRUG,IBI362,Once-weekly injections of gradually increased doses of IBI362
NCT03649477,1,DRUG,3.2 mg intranasal carbetocin,three times per day with meals
NCT03649477,2,DRUG,9.6 mg intranasal carbetocin,three times per day with meals
NCT03649477,3,DRUG,placebo,three times per day with meals
NCT06176365,1,DRUG,Survodutide,once weekly subcutaneous injection
NCT06176365,2,DRUG,Placebo matching survodutide,once weekly subcutaneous injection
NCT05098509,1,DRUG,RAD011,Cannabidiol Oral Solution (containing synthetic cannabidiol)
NCT05098509,2,DRUG,Placebo,Matching Placebo for RAD011
NCT00209482,1,DRUG,glucophage XR,
NCT05890976,1,DRUG,Semaglutide,Participants will receive semaglutide tablets orally once daily for 44 weeks.
NCT05890976,2,DRUG,Semaglutide Placebo,Participants will receive placebo matched to semaglutide.
NCT02721953,1,DIETARY_SUPPLEMENT,Butyrate,Butyrate
NCT02721953,2,OTHER,Placebo,Placebo
NCT02810483,1,DRUG,Topiramate,"Increase phase. The starting dose is 50 mg / day with gradual increase in dose to 50 mg / week until the end of the 3rd week.

Dose of study:

200mg for 5 weeks.

Decrease phase:

The 9th week, 100mg for 4 days then 50mg for 3 days."
NCT02810483,2,DRUG,Placebo Comparator,"ncrease phase. The starting dose is 50 mg / day with gradual increase in dose to 50 mg / week until the end of the 3rd week.

Dose of study:

200mg for 5 weeks.

Decrease phase:

The 9th week, 100mg for 4 days then 50mg for 3 days."
NCT06918405,1,DRUG,Tirzepatide,"All the included patients in both the diabetic and nondiabetic groups will receive the same intervention of tirzepatide at a dose of 15 mg administered subcutaneously once a week in addition to lifestyle modification.

Initially, tirzepatide will be started with a dose of 2.5 mg once weekly subcutaneous injection for the first 4 weeks. After the stabilization period of the drug, the dose will be increased to 5 mg after 4 weeks, 7.5 mg after 8 weeks, 10 mg after 12 weeks, 12.5 mg after 16 weeks and finally 15 mg after 20 weeks."
NCT01326442,1,OTHER,low glycemic diet,"a low glycemic diet, calorie restricted with exercise sessions 3 times per week"
NCT01326442,2,DIETARY_SUPPLEMENT,vitamin D omega-3,2000 IU vitamin D3 plus 1.8 g EPA + DHA per day for 16 weeks.
NCT06974851,1,DRUG,HRS9531,HRS9531
NCT06974851,2,DRUG,HRS9531placebo,HRS9531placebo
NCT07332273,1,DRUG,Levothyroxine,"Film-coated oral tablets containing levothyroxine 88 mcg, taken once daily for 9 months. All participants receive a structured lifestyle program: months 0-3 hypocaloric Mediterranean diet (\~600 kcal/day deficit) with physical-activity advice; months 3-9 normocaloric Mediterranean diet with continued advice. The IMP is purchased from authorized manufacturers, then reconditioned and relabeled per GMP and supplied blinded for the full study period. Dispensing follows the randomization code; emergency unblinding only via the hospital pharmacy. Store per label (do not store above 25 °C); adherence assessed by pill count and self-report."
NCT07332273,2,DRUG,Placebo,"(white, plain, circular), oral once daily for 9 months, no active ingredient. Administered alongside the same lifestyle program as the active arm (months 0-3 hypocaloric Mediterranean diet; months 3-9 normocaloric Mediterranean diet). Placebo is reconditioned and relabeled per GMP to be indistinguishable from levothyroxine; supply is blinded and dispensed per randomization code. Emergency unblinding is performed only by the pharmacy service when medically necessary."
NCT07255209,1,DRUG,Placebo,Placebo SA.QW
NCT07255209,2,DRUG,IBI362,IBI362 SA.QW
NCT04998136,1,DRUG,Semaglutide 2.4 mg,"Administered subcutaneously (s.c., under the skin) as well as reduced-calorie diet and increased physical activity for 44 weeks. Doses gradually increased to 2.4 mg"
NCT04998136,2,DRUG,Placebo (semaglutide 2.4 mg),Administered s.c. as well as reduced-calorie diet and increased physical activity for 44 weeks
NCT06489457,1,DRUG,Semaglutide,"Semaglutide subcutaneous injection once weekly titrated to 1 mg in concordance with Summary of product characteristics (SmPC) (0.25 mg once weekly in the first month, 0.5 mg once weekly in the second month and 1 mg once weekly from the third month onward)"
NCT06489457,2,DRUG,Testosterone Undecanoate,Testosterone Undecanoate intramuscular injection 1000 mg once per 10-12 weeks
NCT06396429,1,DRUG,HRS9531 injection,HRS9531 injection; low dose
NCT06396429,2,DRUG,HRS9531 injection,HRS9531 injection; medium dose
NCT06396429,3,DRUG,HRS9531 injection,"HRS9531 injection, high dose"
NCT06396429,4,DRUG,Placebo,"blank preparation, participants received matching placebo."
NCT05607680,1,DRUG,Placebo,Placebo administered subcutaneously (SC) once a week.
NCT05607680,2,DRUG,IBI362,IBI362 administered subcutaneously (SC) once a week.
NCT01332877,1,BEHAVIORAL,Enriched breakfast,"high carbohydrate, high protein breakfast supplying 600 kcal as 50k% carbohydrate, 20% protein, 30% fat"
NCT01332877,2,BEHAVIORAL,Control breakfast,"Control breakfast providing 300 kcal, 13% carbohydrate, 40% protein, 48% fat"
NCT00438061,1,BEHAVIORAL,Weight loss by dietary restriction,
NCT06760546,1,DRUG,Setmelanotide,Solution for daily subcutaneous injection
NCT06760546,2,DRUG,Placebo,Placebo matched to setmelanotide for daily subcutaneous injection
NCT00277641,1,DRUG,Lamotrigine,25 mg or 100 mg
NCT00277641,2,DRUG,placebo,identical tablets to study drug
NCT03842501,1,DIETARY_SUPPLEMENT,Release Supplement,Calorie reduced diet plus Release supplement
NCT03842501,2,DIETARY_SUPPLEMENT,Placebo,Calorie reduced diet plus Placebo
NCT07011667,1,DRUG,CagriSema (Cagrilintide B and Semaglutide I),CagriSema (Cagrilintide B and Semaglutide I) will be administered subcutaneously using DV3384 pen-injector.
NCT07011667,2,DRUG,Placebo matched to CagriSema (Cagrilintide B and Semaglutide I),Placebo matched to Cagrilintide B and placebo matched to Semaglutide I will be administered subcutaneously using DV3384 pen-injector.
NCT02525016,1,BIOLOGICAL,Blood sampling,
NCT02525016,2,DRUG,Lidocaine,
NCT03554525,1,DIETARY_SUPPLEMENT,Fat-binder damm,3 sticks every day during 12 months
NCT03554525,2,DIETARY_SUPPLEMENT,Placebo,3 sticks every day during 12 months
NCT01886482,1,OTHER,nutrition intervention,high protein diet
NCT02751840,1,DIETARY_SUPPLEMENT,Caffeine,200 mg of caffeine capsule before RMR measurement
NCT02751840,2,DIETARY_SUPPLEMENT,Placebo,Placebo capsule (starch) before RMR measurement
NCT02751840,3,OTHER,Coffee,9 grams of black coffee in boiling water consumed before RMR measurement
NCT02751840,4,OTHER,Decaffeinated,9 grams of decaffeinated black coffee in boiling water consumed before RMR measurement
NCT03837626,1,DRUG,Placebo - Cap,6 months of 1 pill a day
NCT03837626,2,DRUG,Amiloride Pill,Max dose of 5 mg a day for 6 months
NCT01131390,1,DEVICE,Ventilator setting changes,"Ventilator settings will be changed every 3 minutes as described above, simultaneously measuring respiratory mechanics and patients' comfort."
